cnpj_basico,cnae_mais_frequente,cnae_descricao,n_estabelecimentos_encontrados,n_cnaes_distintos
40926628,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,1
15874625,1020102,"Fabricação de conservas de peixes, crustáceos e moluscos",3,3
32205185,4211101,Construção de rodovias e ferrovias,1,1
41414499,4681802,Comércio atacadista de combustíveis realizado por transportador retalhista (T.R.R.),1,1
24204979,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",2,1
58752131,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
00000005,9609202,Agências matrimoniais,1,1
03977401,7711000,Locação de automóveis sem condutor,1,1
06251971,0810004,Extração de calcário e dolomita e beneficiamento associado,1,1
03007590,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,2,1
07019511,2651500,"Fabricação de aparelhos e equipamentos de medida, teste e controle",1,1
07815327,2342702,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",1,1
05505281,1072401,Fabricação de açúcar de cana refinado,1,1
04071154,2539001,"Serviços de usinagem, tornearia e solda",1,1
10875713,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
12919786,5231102,Atividades do Operador Portuário,1,1
17966898,3831999,"Recuperação de materiais metálicos, exceto alumínio",1,1
09273218,2710401,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios",1,1
23908995,0810009,Extração de basalto e beneficiamento associado,2,2
26335879,4759899,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente,1,1
34554478,0133410,Cultivo de manga,2,1
34790251,0139306,Cultivo de seringueira,1,1
16935745,0134200,Cultivo de café,2,1
61241658,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
00000019,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",1,1
00019110,4530704,Comércio a varejo de peças e acessórios usados para veículos automotores,1,1
12216168,2019399,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente,1,1
21455800,4313400,Obras de terraplenagem,1,1
17210644,8211300,Serviços combinados de escritório e apoio administrativo,2,2
42428734,4930203,Transporte rodoviário de produtos perigosos,1,1
43635526,0810005,Extração de gesso e caulim,1,1
46155662,5231102,Atividades do Operador Portuário,1,1
34972075,4912403,Transporte metroviário,1,1
08039420,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",1,1
06250109,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
05352496,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
13776699,2320600,Fabricação de cimento,1,1
12336613,4661300,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",1,1
31846208,3511501,Geração de energia elétrica,1,1
61970279,4211101,Construção de rodovias e ferrovias,1,1
00000025,9430800,Atividades de associações de defesa de direitos sociais,1,1
00000069,6619399,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,1,1
00008306,4632001,Comércio atacadista de cereais e leguminosas beneficiados,1,1
05432316,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
16366368,9329899,Outras atividades de recreação e lazer não especificadas anteriormente,1,1
50318451,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,1,1
01044153,4313400,Obras de terraplenagem,1,1
17780545,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
08920894,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
32265456,2330302,Fabricação de artefatos de cimento para uso na construção,1,1
00003058,7911200,Agências de viagens,1,1
00000087,9313100,Atividades de condicionamento físico,1,1
41823170,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",2,1
07524328,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
07786727,3831901,Recuperação de sucatas de alumínio,1,1
09354457,4922101,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",1,1
08395149,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
17168907,4211101,Construção de rodovias e ferrovias,11,3
05996097,5211701,Armazéns gerais - emissão de warrant,5,3
90471798,1061901,Beneficiamento de arroz,17,6
01967524,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",6,1
57312701,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",5,1
10780884,2330305,Preparação de massa de concreto e argamassa para construção,4,1
00795877,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",24,3
01956509,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",6,2
33873577,4299599,Outras obras de engenharia civil não especificadas anteriormente,10,1
08882806,4683400,"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo",7,1
03302394,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
01909512,0810099,Extração e britamento de pedras e outros materiais para construção e beneficiamento associado,1,1
03614931,4530701,Comércio por atacado de peças e acessórios novos para veículos automotores,3,2
00139155,9430800,Atividades de associações de defesa de direitos sociais,3,3
02634915,2029100,Fabricação de produtos químicos orgânicos não especificados anteriormente,5,3
02574772,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",28,2
03989217,4744001,Comércio varejista de ferragens e ferramentas,32,6
04810813,4211101,Construção de rodovias e ferrovias,4,3
04898425,2320600,Fabricação de cimento,25,5
05073228,5232000,Atividades de agenciamento marítimo,2,2
05802590,4211101,Construção de rodovias e ferrovias,10,2
07207822,0810005,Extração de gesso e caulim,12,7
12213443,1064300,"Fabricação de farinha de milho e derivados, exceto óleos de milho",11,7
17159856,4211101,Construção de rodovias e ferrovias,84,9
17256140,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",12,2
19537752,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",54,7
04322728,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",1,1
25634569,4922102,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",40,4
27497684,4722901,Comércio varejista de carnes - açougues,22,7
04354297,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",1,1
29644432,4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas",16,7
40917346,4641903,Comércio atacadista de artigos de armarinho,10,3
45990181,2941700,Fabricação de peças e acessórios para o sistema motor de veículos automotores,35,10
46842894,4635402,"Comércio atacadista de cerveja, chope e refrigerante",24,5
47964911,1051100,Preparação do leite,54,11
19721208,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
57507626,2029100,Fabricação de produtos químicos orgânicos não especificados anteriormente,60,15
60398369,4211101,Construção de rodovias e ferrovias,67,13
58569302,2710402,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",1,1
00770488,4391600,Obras de fundações,3,1
77371789,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",28,6
83914598,4635499,Comércio atacadista de bebidas não especificadas anteriormente,6,5
86613403,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",43,4
89850341,1533500,Fabricação de calçados de material sintético,30,7
07393844,4687703,Comércio atacadista de resíduos e sucatas metálicos,2,1
49656192,2949299,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,6,2
15378979,4299599,Outras obras de engenharia civil não especificadas anteriormente,7,3
05856869,4211101,Construção de rodovias e ferrovias,5,2
01480091,2211100,Fabricação de pneumáticos e de câmaras-de-ar,1,1
01676897,3511501,Geração de energia elétrica,25,5
02141279,4211101,Construção de rodovias e ferrovias,4,1
33295346,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",12,3
53124228,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",3,2
07436109,3831901,Recuperação de sucatas de alumínio,4,1
08091140,0155501,Criação de frangos para corte,21,5
03656804,4744099,Comércio varejista de materiais de construção em geral,27,3
03685110,4921302,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",7,4
04420916,4684299,Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente,29,5
09911217,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",5,1
80831696,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",8,1
10652115,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",15,3
06030279,3812200,Coleta de resíduos perigosos,14,4
24897571,4679604,Comércio atacadista especializado de materiais de construção não especificados anteriormente,4,4
95257945,4211101,Construção de rodovias e ferrovias,10,4
02657017,7112000,Serviços de engenharia,20,1
15071146,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",6,1
21256870,0710301,Extração de minério de ferro,5,2
10791675,4211101,Construção de rodovias e ferrovias,6,4
58673450,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",13,2
09097534,0111301,Cultivo de arroz,7,2
18572225,5221400,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",6,1
08512037,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",22,1
22399193,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",1,1
19076404,3811400,Coleta de resíduos não-perigosos,14,3
